image_path,label,label_id,split
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple scab/73.jpg,apple scab,2,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/253.jpg,basil leaf,3,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/336.jpg,cabbage leaf,4,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/305.jpg,maple leaf,10,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/146.jpg,maple leaf,10,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato late blight/google_0169.jpg,tomato late blight,14,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/120.jpg,basil leaf,3,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/google_0027.jpg,basil leaf,3,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/89.jpg,tomato early blight,13,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/79.jpg,cherry leaf,5,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple rust/108 - Copy (2).jpg,apple rust,1,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/59.jpg,tomato early blight,13,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/google_0246.jpg,basil leaf,3,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/google_0251.jpg,squash leaf,12,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/316.jpg,cabbage leaf,4,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/corn smut/google_0075.jpg,corn smut,7,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/247.jpg,maple leaf,10,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato late blight/google_0110.jpg,tomato late blight,14,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/corn smut/google_0073.jpg,corn smut,7,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/google_0400.jpg,basil leaf,3,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/258.jpg,apple leaf,0,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/50.jpg,cherry leaf,5,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/corn smut/google_0277.jpg,corn smut,7,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple rust/google_0052.jpg,apple rust,1,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/17.jpg,cucumber leaf,8,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato late blight/83.jpg,tomato late blight,14,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/192.jpg,apple leaf,0,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/google_0001.jpg,squash leaf,12,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/google_0298.jpg,cucumber leaf,8,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/206.jpg,basil leaf,3,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/google_0219.jpg,cucumber leaf,8,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/281.jpg,citrus canker,6,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/136.jpg,apple leaf,0,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/google_0035.jpg,maple leaf,10,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/284.jpg,basil leaf,3,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/153.jpg,apple leaf,0,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/400.jpg,cabbage leaf,4,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/google_0101.jpg,tomato early blight,13,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/32.jpg,apple leaf,0,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/google_0361.jpg,squash leaf,12,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/75.jpg,apple leaf,0,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple scab/google_0039.jpg,apple scab,2,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/131.jpg,apple leaf,0,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/corn smut/186.jpg,corn smut,7,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/555.jpg,cabbage leaf,4,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/google_0235.jpg,cabbage leaf,4,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/277.jpg,basil leaf,3,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/25.jpg,cucumber leaf,8,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/44.jpg,cucumber leaf,8,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/106.jpg,cherry leaf,5,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple rust/google_0032.jpg,apple rust,1,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/34.jpg,cucumber leaf,8,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/zgoogle_0243.jpg,squash leaf,12,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/198.jpg,squash leaf,12,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/278 - Copy.jpg,grape downy mildew,9,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/google_0360.jpg,grape downy mildew,9,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/86.jpg,cherry leaf,5,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/64.jpg,maple leaf,10,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato late blight/google_0083.jpg,tomato late blight,14,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/208.jpg,maple leaf,10,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/187.jpg,citrus canker,6,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple scab/google_0036.jpg,apple scab,2,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/272.jpg,maple leaf,10,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/191.jpg,apple leaf,0,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/google_0061.jpg,cherry leaf,5,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/114.jpg,citrus canker,6,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/174.jpg,citrus canker,6,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato late blight/79.jpg,tomato late blight,14,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/28.jpg,basil leaf,3,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple rust/151.jpg,apple rust,1,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/108.jpg,grape downy mildew,9,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/google_0318.jpg,squash leaf,12,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/google_0204.jpg,basil leaf,3,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/13.jpg,basil leaf,3,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple rust/67.jpg,apple rust,1,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/google_0013.jpg,cabbage leaf,4,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/google_0216.jpg,citrus canker,6,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/z481.jpg,squash leaf,12,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/62.jpg,apple leaf,0,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/260.jpg,citrus canker,6,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/25 - Copy (6).jpg,tomato early blight,13,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/corn smut/google_0292.jpg,corn smut,7,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/google_0120.jpg,apple leaf,0,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple scab/google_0216.jpg,apple scab,2,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/google_0426.jpg,grape downy mildew,9,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple scab/77.jpg,apple scab,2,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/google_0301.jpg,cucumber leaf,8,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/google_0135.jpg,apple leaf,0,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/270.jpg,basil leaf,3,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple rust/google_0122.jpg,apple rust,1,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/google_0035.jpg,tomato early blight,13,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/corn smut/google_0040.jpg,corn smut,7,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple rust/google_0186.jpg,apple rust,1,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/google_0005.jpg,cabbage leaf,4,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/48.jpg,citrus canker,6,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/google_0046.jpg,cucumber leaf,8,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/345.jpg,citrus canker,6,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/82.jpg,basil leaf,3,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato late blight/160.jpg,tomato late blight,14,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/google_0004.jpg,cabbage leaf,4,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/53.jpg,tomato early blight,13,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/corn smut/google_0163.jpg,corn smut,7,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/zgoogle_0260.jpg,squash leaf,12,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/141.jpg,cherry leaf,5,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/38.jpg,citrus canker,6,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato late blight/google_0240.jpg,tomato late blight,14,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple rust/google_0114.jpg,apple rust,1,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/251.jpg,grape downy mildew,9,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/google_0161 - Copy (2).jpg,cucumber leaf,8,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/229.jpg,plum leaf,11,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/325.jpg,basil leaf,3,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/google_0294.jpg,basil leaf,3,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/9.jpg,grape downy mildew,9,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/google_0137.jpg,grape downy mildew,9,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/285.jpg,basil leaf,3,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple rust/google_0196.jpg,apple rust,1,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/99.jpg,cucumber leaf,8,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/76.jpg,cherry leaf,5,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/114.jpg,apple leaf,0,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/23.jpg,citrus canker,6,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/309.jpg,basil leaf,3,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/181.jpg,maple leaf,10,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/google_0182.jpg,squash leaf,12,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/157.jpg,apple leaf,0,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/309.jpg,squash leaf,12,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/262.jpg,cabbage leaf,4,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/194.jpg,cherry leaf,5,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/31.jpg,tomato early blight,13,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/136.jpg,cabbage leaf,4,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/google_0136.jpg,tomato early blight,13,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/google_0004.jpg,tomato early blight,13,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/63.jpg,maple leaf,10,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/256.jpg,apple leaf,0,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/google_0245.jpg,cucumber leaf,8,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/111.jpg,cherry leaf,5,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/corn smut/google_0132.jpg,corn smut,7,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/google_0273.jpg,citrus canker,6,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/202.jpg,apple leaf,0,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/corn smut/161.jpg,corn smut,7,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/181.jpg,plum leaf,11,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/378.jpg,cabbage leaf,4,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple scab/google_0187.jpg,apple scab,2,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/google_0108.jpg,cabbage leaf,4,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/google_0095.jpg,tomato early blight,13,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato late blight/41.jpg,tomato late blight,14,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple scab/37.jpg,apple scab,2,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/161.jpg,apple leaf,0,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/35.jpg,cabbage leaf,4,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/42.jpg,cucumber leaf,8,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/115.jpg,maple leaf,10,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/google_0130.jpg,grape downy mildew,9,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/19.jpg,tomato early blight,13,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/google_0207.jpg,citrus canker,6,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/50.jpg,grape downy mildew,9,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/132.jpg,cherry leaf,5,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/235.jpg,maple leaf,10,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/402.jpg,plum leaf,11,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/8.jpg,grape downy mildew,9,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/zgoogle_0081.jpg,squash leaf,12,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/zgoogle_0339.jpg,squash leaf,12,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple scab/google_0233.jpg,apple scab,2,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/48.jpg,squash leaf,12,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple scab/80.jpg,apple scab,2,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/corn smut/google_0057.jpg,corn smut,7,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/180.jpg,cherry leaf,5,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple rust/google_0042.jpg,apple rust,1,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/corn smut/google_0111.jpg,corn smut,7,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/google_0032.jpg,basil leaf,3,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/394.jpg,basil leaf,3,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/347.jpg,cabbage leaf,4,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato late blight/6.jpg,tomato late blight,14,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/corn smut/google_0335.jpg,corn smut,7,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple rust/google_0159.jpg,apple rust,1,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple rust/45.jpg,apple rust,1,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/246.jpg,plum leaf,11,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/google_0061.jpg,basil leaf,3,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/351.jpg,citrus canker,6,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/google_0197.jpg,citrus canker,6,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/248.jpg,grape downy mildew,9,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/google_0116.jpg,citrus canker,6,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple rust/google_0181.jpg,apple rust,1,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/z231.jpg,squash leaf,12,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple scab/google_0135.jpg,apple scab,2,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/207.jpg,apple leaf,0,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/40.jpg,grape downy mildew,9,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/146.jpg,cherry leaf,5,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple rust/google_0244.jpg,apple rust,1,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/32.jpg,maple leaf,10,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato late blight/77.jpg,tomato late blight,14,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/322.jpg,apple leaf,0,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple rust/162.jpg,apple rust,1,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/64.jpg,basil leaf,3,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/96.jpg,cabbage leaf,4,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/google_0046.jpg,citrus canker,6,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/363.jpg,basil leaf,3,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple scab/google_0302.jpg,apple scab,2,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/corn smut/google_0038.jpg,corn smut,7,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/google_0165.jpg,basil leaf,3,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/82.jpg,cherry leaf,5,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/google_0006.jpg,cabbage leaf,4,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/google_0008.jpg,tomato early blight,13,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/google_0092.jpg,grape downy mildew,9,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/corn smut/google_0293.jpg,corn smut,7,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/google_0102.jpg,plum leaf,11,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/google_0363.jpg,grape downy mildew,9,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/corn smut/12 - Copy (2).jpg,corn smut,7,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/corn smut/google_0198.jpg,corn smut,7,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/21.jpg,citrus canker,6,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple scab/google_0190.jpg,apple scab,2,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/155.jpg,cucumber leaf,8,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/google_0009.jpg,maple leaf,10,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/google_0446.jpg,apple leaf,0,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple rust/11.jpg,apple rust,1,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/google_0039.jpg,basil leaf,3,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/google_0113.jpg,citrus canker,6,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/google_0014.jpg,cherry leaf,5,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/google_0011.jpg,citrus canker,6,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/google_0558.jpg,apple leaf,0,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/46.jpg,maple leaf,10,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/88.jpg,maple leaf,10,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/google_0130.jpg,basil leaf,3,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/google_0256.jpg,grape downy mildew,9,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/citrus canker/google_0174.jpg,citrus canker,6,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/google_0167.jpg,tomato early blight,13,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/google_0085.jpg,plum leaf,11,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/google_0219.jpg,cabbage leaf,4,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/306.jpg,basil leaf,3,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/google_0365.jpg,grape downy mildew,9,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/99.jpg,cherry leaf,5,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/425.jpg,cabbage leaf,4,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/google_0007.jpg,plum leaf,11,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple scab/15.jpg,apple scab,2,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/zgoogle_0240.jpg,squash leaf,12,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/google_0072.jpg,cucumber leaf,8,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/plum leaf/153.jpg,plum leaf,11,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple scab/google_0065.jpg,apple scab,2,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/275.jpg,maple leaf,10,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/corn smut/google_0306.jpg,corn smut,7,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/189 - Copy (7).jpg,cucumber leaf,8,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/google_0366.jpg,tomato early blight,13,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/238.jpg,grape downy mildew,9,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cherry leaf/118.jpg,cherry leaf,5,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/google_0110.jpg,cucumber leaf,8,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/226.jpg,apple leaf,0,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple leaf/321.jpg,apple leaf,0,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/google_0112.jpg,basil leaf,3,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato late blight/89.jpg,tomato late blight,14,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato late blight/76.jpg,tomato late blight,14,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/245.jpg,basil leaf,3,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/359.jpg,cabbage leaf,4,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/apple scab/92.jpg,apple scab,2,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cucumber leaf/163.jpg,cucumber leaf,8,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/cabbage leaf/36.jpg,cabbage leaf,4,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato late blight/google_0107.jpg,tomato late blight,14,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/grape downy mildew/42.jpg,grape downy mildew,9,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato late blight/google_0138.jpg,tomato late blight,14,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/basil leaf/300.jpg,basil leaf,3,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato early blight/google_0345.jpg,tomato early blight,13,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/squash leaf/zgoogle_0112.jpg,squash leaf,12,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/158.jpg,maple leaf,10,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/maple leaf/277.jpg,maple leaf,10,test
/kaggle/working/plantwild_extracted/plantwild/plantwild/images/tomato late blight/104.jpg,tomato late blight,14,test
